ticket_id,opened_at,cloud,category,priority,summary,status,assignment_group,resolution_hours,sla_met,root_cause,resolution
CLD-00466,2026-05-15T02:00:00,Azure,Network,P4,Azure network operational issue,Resolved,Cloud Operations,17.32,Yes,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00467,2026-05-23T19:00:00,Azure,Database,P4,Azure database operational issue,Resolved,Cloud Operations,8.88,Yes,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00468,2026-03-07T15:00:00,AWS,Security,P3,AWS security operational issue,Resolved,Cloud Operations,4.31,Yes,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00469,2026-03-06T04:00:00,AWS,Database,P3,AWS database operational issue,Resolved,Cloud Operations,2.45,Yes,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00470,2026-06-01T09:00:00,Azure,Monitoring,P2,Azure monitoring operational issue,Resolved,Cloud Operations,4.18,Yes,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00471,2026-05-28T00:00:00,Azure,Network,P3,Azure network operational issue,Resolved,Cloud Operations,14.76,Yes,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00472,2026-04-11T17:00:00,Azure,Network,P4,Azure network operational issue,Resolved,Cloud Operations,19.57,Yes,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00473,2026-05-12T11:00:00,Azure,Identity,P3,Azure identity operational issue,Resolved,Cloud Operations,31.43,No,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00474,2026-02-07T22:00:00,Azure,Backup,P4,Azure backup operational issue,Resolved,Cloud Operations,11.78,Yes,Backup configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00475,2026-01-27T18:00:00,Azure,Monitoring,P3,Azure monitoring operational issue,Resolved,Cloud Operations,9.92,Yes,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00476,2026-03-15T15:00:00,AWS,Monitoring,P2,AWS monitoring operational issue,Resolved,Cloud Operations,10.26,No,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00477,2026-01-20T10:00:00,Azure,Storage,P3,Azure storage operational issue,Resolved,Cloud Operations,35.92,No,Storage configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00478,2026-05-21T12:00:00,Azure,Network,P4,Azure network operational issue,Resolved,Cloud Operations,19.33,Yes,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00479,2026-03-25T13:00:00,Azure,Security,P3,Azure security operational issue,Resolved,Cloud Operations,17.34,Yes,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00480,2026-01-06T09:00:00,Azure,Monitoring,P3,Azure monitoring operational issue,Resolved,Cloud Operations,31.9,No,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00481,2026-05-18T11:00:00,AWS,Storage,P2,AWS storage operational issue,Resolved,Cloud Operations,4.62,Yes,Storage configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00482,2026-02-06T15:00:00,Azure,Monitoring,P4,Azure monitoring operational issue,Resolved,Cloud Operations,29.67,Yes,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00483,2026-01-21T02:00:00,Azure,Security,P4,Azure security operational issue,Resolved,Cloud Operations,8.67,Yes,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00484,2026-05-23T07:00:00,Azure,Cost,P3,Azure cost operational issue,Resolved,Cloud Operations,13.46,Yes,Cost configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00485,2026-04-02T09:00:00,Azure,Network,P3,Azure network operational issue,Resolved,Cloud Operations,15.54,Yes,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00486,2026-05-25T10:00:00,AWS,Compute,P1,AWS compute operational issue,Resolved,Cloud Operations,5.61,No,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00487,2026-06-11T07:00:00,AWS,Cost,P4,AWS cost operational issue,Resolved,Cloud Operations,25.65,Yes,Cost configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00488,2026-05-06T19:00:00,Azure,Terraform,P3,Azure terraform operational issue,Resolved,Cloud Operations,12.99,Yes,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00489,2026-02-12T11:00:00,Azure,Security,P3,Azure security operational issue,Resolved,Cloud Operations,3.87,Yes,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00490,2026-06-20T04:00:00,AWS,Database,P3,AWS database operational issue,Resolved,Cloud Operations,17.23,Yes,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00491,2026-03-15T16:00:00,Azure,Security,P3,Azure security operational issue,Resolved,Cloud Operations,18.39,Yes,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00492,2026-04-09T09:00:00,Azure,Security,P3,Azure security operational issue,Resolved,Cloud Operations,21.9,Yes,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00493,2026-02-06T15:00:00,Azure,Identity,P4,Azure identity operational issue,Resolved,Cloud Operations,37.48,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00494,2026-01-06T04:00:00,Azure,Identity,P3,Azure identity operational issue,Resolved,Cloud Operations,4.73,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00495,2026-05-06T00:00:00,AWS,Database,P4,AWS database operational issue,Resolved,Cloud Operations,7.07,Yes,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00496,2026-06-15T12:00:00,AWS,Identity,P4,AWS identity operational issue,Resolved,Cloud Operations,12.56,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00497,2026-05-05T04:00:00,AWS,Terraform,P3,AWS terraform operational issue,Resolved,Cloud Operations,15.62,Yes,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00498,2026-01-11T23:00:00,Azure,Monitoring,P4,Azure monitoring operational issue,Resolved,Cloud Operations,28.92,Yes,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00499,2026-04-28T19:00:00,AWS,Monitoring,P3,AWS monitoring operational issue,Resolved,Cloud Operations,37.93,No,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00500,2026-01-19T03:00:00,Azure,Storage,P3,Azure storage operational issue,Resolved,Cloud Operations,11.77,Yes,Storage configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00501,2026-03-27T20:00:00,Azure,Terraform,P3,Azure terraform operational issue,Resolved,Cloud Operations,31.27,No,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00502,2026-04-12T08:00:00,AWS,Security,P3,AWS security operational issue,Resolved,Cloud Operations,35.8,No,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00503,2026-02-15T19:00:00,Azure,Database,P3,Azure database operational issue,Resolved,Cloud Operations,19.18,Yes,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00504,2026-01-26T02:00:00,Azure,Security,P3,Azure security operational issue,Resolved,Cloud Operations,28.3,No,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00505,2026-06-06T01:00:00,Azure,Security,P3,Azure security operational issue,Resolved,Cloud Operations,10.16,Yes,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00506,2026-05-25T05:00:00,AWS,Compute,P4,AWS compute operational issue,Resolved,Cloud Operations,24.64,Yes,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00507,2026-05-27T05:00:00,AWS,Database,P4,AWS database operational issue,Resolved,Cloud Operations,18.27,Yes,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00508,2026-06-26T14:00:00,AWS,Network,P2,AWS network operational issue,Resolved,Cloud Operations,8.81,No,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00509,2026-03-18T06:00:00,AWS,Network,P3,AWS network operational issue,Resolved,Cloud Operations,1.47,Yes,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00510,2026-06-10T23:00:00,AWS,Backup,P4,AWS backup operational issue,Resolved,Cloud Operations,1.01,Yes,Backup configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00511,2026-06-02T15:00:00,AWS,Backup,P4,AWS backup operational issue,Resolved,Cloud Operations,36.29,Yes,Backup configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00512,2026-06-24T23:00:00,AWS,Database,P4,AWS database operational issue,Resolved,Cloud Operations,5.19,Yes,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00513,2026-01-02T03:00:00,AWS,Identity,P1,AWS identity operational issue,Resolved,Cloud Operations,0.7,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00514,2026-04-05T03:00:00,AWS,Security,P3,AWS security operational issue,Resolved,Cloud Operations,32.0,No,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00515,2026-04-24T19:00:00,AWS,Database,P4,AWS database operational issue,Resolved,Cloud Operations,8.49,Yes,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00516,2026-04-16T01:00:00,AWS,Storage,P4,AWS storage operational issue,Resolved,Cloud Operations,28.76,Yes,Storage configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00517,2026-01-28T20:00:00,Azure,Terraform,P4,Azure terraform operational issue,Resolved,Cloud Operations,39.02,Yes,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00518,2026-03-13T15:00:00,AWS,Database,P3,AWS database operational issue,Resolved,Cloud Operations,14.66,Yes,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00519,2026-06-09T22:00:00,Azure,Storage,P4,Azure storage operational issue,Resolved,Cloud Operations,5.36,Yes,Storage configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00520,2026-01-26T00:00:00,Azure,Monitoring,P4,Azure monitoring operational issue,Resolved,Cloud Operations,4.63,Yes,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00521,2026-01-06T20:00:00,AWS,Database,P3,AWS database operational issue,Resolved,Cloud Operations,13.08,Yes,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00522,2026-05-30T21:00:00,Azure,Terraform,P4,Azure terraform operational issue,Resolved,Cloud Operations,21.0,Yes,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00523,2026-02-18T09:00:00,Azure,Monitoring,P4,Azure monitoring operational issue,Resolved,Cloud Operations,20.26,Yes,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00524,2026-05-21T23:00:00,AWS,Storage,P3,AWS storage operational issue,Resolved,Cloud Operations,26.72,No,Storage configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00525,2026-01-09T22:00:00,Azure,Terraform,P2,Azure terraform operational issue,Resolved,Cloud Operations,10.33,No,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00526,2026-02-26T22:00:00,AWS,Storage,P1,AWS storage operational issue,Resolved,Cloud Operations,3.72,Yes,Storage configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00527,2026-03-08T21:00:00,AWS,Compute,P2,AWS compute operational issue,Resolved,Cloud Operations,7.98,Yes,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00528,2026-05-17T20:00:00,Azure,Network,P3,Azure network operational issue,Resolved,Cloud Operations,1.99,Yes,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00529,2026-02-19T10:00:00,AWS,Identity,P4,AWS identity operational issue,Resolved,Cloud Operations,21.54,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00530,2026-01-26T19:00:00,AWS,Backup,P3,AWS backup operational issue,Resolved,Cloud Operations,30.69,No,Backup configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00531,2026-06-17T05:00:00,AWS,Monitoring,P2,AWS monitoring operational issue,Resolved,Cloud Operations,5.86,Yes,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00532,2026-05-21T06:00:00,Azure,Monitoring,P3,Azure monitoring operational issue,Resolved,Cloud Operations,2.12,Yes,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00533,2026-05-12T23:00:00,Azure,Identity,P3,Azure identity operational issue,Resolved,Cloud Operations,1.58,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00534,2026-06-23T06:00:00,AWS,Security,P3,AWS security operational issue,Resolved,Cloud Operations,38.18,No,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00535,2026-04-12T21:00:00,Azure,Identity,P3,Azure identity operational issue,Resolved,Cloud Operations,4.45,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00536,2026-06-27T21:00:00,AWS,Network,P2,AWS network operational issue,Resolved,Cloud Operations,4.16,Yes,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00537,2026-03-06T08:00:00,AWS,Network,P4,AWS network operational issue,Resolved,Cloud Operations,33.77,Yes,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00538,2026-01-05T14:00:00,Azure,Compute,P3,Azure compute operational issue,Resolved,Cloud Operations,25.73,No,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00539,2026-01-03T01:00:00,Azure,Database,P2,Azure database operational issue,Resolved,Cloud Operations,5.45,Yes,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00540,2026-02-21T12:00:00,AWS,Terraform,P4,AWS terraform operational issue,Resolved,Cloud Operations,24.14,Yes,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00541,2026-05-10T13:00:00,Azure,Compute,P3,Azure compute operational issue,Resolved,Cloud Operations,23.54,Yes,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00542,2026-01-07T21:00:00,Azure,Database,P3,Azure database operational issue,Resolved,Cloud Operations,13.88,Yes,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00543,2026-04-23T19:00:00,Azure,Cost,P4,Azure cost operational issue,Resolved,Cloud Operations,18.38,Yes,Cost configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00544,2026-04-21T19:00:00,AWS,Monitoring,P4,AWS monitoring operational issue,Resolved,Cloud Operations,30.99,Yes,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00545,2026-04-08T21:00:00,AWS,Cost,P3,AWS cost operational issue,Resolved,Cloud Operations,31.9,No,Cost configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00546,2026-05-31T04:00:00,AWS,Network,P3,AWS network operational issue,Resolved,Cloud Operations,2.9,Yes,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00547,2026-01-31T06:00:00,Azure,Storage,P3,Azure storage operational issue,Resolved,Cloud Operations,38.91,No,Storage configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00548,2026-01-28T11:00:00,AWS,Identity,P3,AWS identity operational issue,Resolved,Cloud Operations,19.07,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00549,2026-05-26T03:00:00,Azure,Compute,P4,Azure compute operational issue,Resolved,Cloud Operations,36.69,Yes,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00550,2026-05-28T08:00:00,AWS,Identity,P2,AWS identity operational issue,Resolved,Cloud Operations,4.7,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00551,2026-02-23T11:00:00,AWS,Cost,P3,AWS cost operational issue,Resolved,Cloud Operations,30.9,No,Cost configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00552,2026-02-06T14:00:00,Azure,Backup,P4,Azure backup operational issue,Resolved,Cloud Operations,36.32,Yes,Backup configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00553,2026-02-17T09:00:00,Azure,Terraform,P3,Azure terraform operational issue,Resolved,Cloud Operations,38.6,No,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00554,2026-06-10T22:00:00,Azure,Cost,P2,Azure cost operational issue,Resolved,Cloud Operations,8.89,No,Cost configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00555,2026-02-21T06:00:00,Azure,Security,P4,Azure security operational issue,Resolved,Cloud Operations,29.51,Yes,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00556,2026-01-13T17:00:00,Azure,Compute,P4,Azure compute operational issue,Resolved,Cloud Operations,18.3,Yes,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00557,2026-02-22T02:00:00,AWS,Network,P2,AWS network operational issue,Resolved,Cloud Operations,10.56,No,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00558,2026-03-15T06:00:00,Azure,Database,P3,Azure database operational issue,Resolved,Cloud Operations,37.15,No,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00559,2026-06-12T03:00:00,Azure,Compute,P3,Azure compute operational issue,Resolved,Cloud Operations,20.2,Yes,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00560,2026-04-18T03:00:00,Azure,Terraform,P4,Azure terraform operational issue,Resolved,Cloud Operations,1.69,Yes,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00561,2026-01-08T01:00:00,Azure,Security,P3,Azure security operational issue,Resolved,Cloud Operations,6.71,Yes,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00562,2026-01-12T21:00:00,Azure,Database,P1,Azure database operational issue,Resolved,Cloud Operations,4.59,No,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00563,2026-05-12T06:00:00,AWS,Terraform,P4,AWS terraform operational issue,Resolved,Cloud Operations,9.37,Yes,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00564,2026-02-04T09:00:00,AWS,Identity,P3,AWS identity operational issue,Resolved,Cloud Operations,27.56,No,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00565,2026-04-24T07:00:00,AWS,Network,P3,AWS network operational issue,Resolved,Cloud Operations,1.63,Yes,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00566,2026-01-16T21:00:00,Azure,Database,P3,Azure database operational issue,Resolved,Cloud Operations,27.75,No,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00567,2026-06-20T02:00:00,Azure,Compute,P3,Azure compute operational issue,Resolved,Cloud Operations,15.05,Yes,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00568,2026-04-25T14:00:00,Azure,Backup,P2,Azure backup operational issue,Resolved,Cloud Operations,6.93,Yes,Backup configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00569,2026-03-03T07:00:00,Azure,Monitoring,P4,Azure monitoring operational issue,Resolved,Cloud Operations,38.89,Yes,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00570,2026-05-11T11:00:00,AWS,Security,P4,AWS security operational issue,Resolved,Cloud Operations,19.04,Yes,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00571,2026-04-13T13:00:00,AWS,Identity,P3,AWS identity operational issue,Resolved,Cloud Operations,8.51,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00572,2026-05-15T23:00:00,AWS,Identity,P3,AWS identity operational issue,Resolved,Cloud Operations,1.68,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00573,2026-02-25T07:00:00,Azure,Terraform,P3,Azure terraform operational issue,Resolved,Cloud Operations,37.09,No,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00574,2026-04-23T03:00:00,Azure,Database,P3,Azure database operational issue,Resolved,Cloud Operations,30.46,No,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00575,2026-06-13T20:00:00,AWS,Security,P3,AWS security operational issue,Resolved,Cloud Operations,35.06,No,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00576,2026-06-12T20:00:00,Azure,Database,P3,Azure database operational issue,Resolved,Cloud Operations,8.12,Yes,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00577,2026-06-19T15:00:00,AWS,Identity,P3,AWS identity operational issue,Resolved,Cloud Operations,32.6,No,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00578,2026-05-02T10:00:00,Azure,Terraform,P2,Azure terraform operational issue,Resolved,Cloud Operations,8.39,No,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00579,2026-04-20T03:00:00,Azure,Identity,P3,Azure identity operational issue,Resolved,Cloud Operations,22.96,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00580,2026-06-10T20:00:00,Azure,Compute,P3,Azure compute operational issue,Resolved,Cloud Operations,18.1,Yes,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00581,2026-05-29T05:00:00,AWS,Network,P4,AWS network operational issue,Resolved,Cloud Operations,22.11,Yes,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00582,2026-02-25T00:00:00,Azure,Monitoring,P3,Azure monitoring operational issue,Resolved,Cloud Operations,35.44,No,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00583,2026-01-04T17:00:00,Azure,Identity,P3,Azure identity operational issue,Resolved,Cloud Operations,21.04,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00584,2026-03-29T09:00:00,Azure,Security,P4,Azure security operational issue,Resolved,Cloud Operations,27.84,Yes,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00585,2026-04-08T13:00:00,Azure,Terraform,P3,Azure terraform operational issue,Resolved,Cloud Operations,13.25,Yes,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00586,2026-06-21T22:00:00,AWS,Identity,P3,AWS identity operational issue,Resolved,Cloud Operations,6.78,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00587,2026-04-05T04:00:00,Azure,Network,P4,Azure network operational issue,Resolved,Cloud Operations,28.53,Yes,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00588,2026-01-26T15:00:00,AWS,Monitoring,P3,AWS monitoring operational issue,Resolved,Cloud Operations,2.43,Yes,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00589,2026-02-07T14:00:00,AWS,Backup,P3,AWS backup operational issue,Resolved,Cloud Operations,35.78,No,Backup configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00590,2026-06-01T10:00:00,Azure,Database,P3,Azure database operational issue,Resolved,Cloud Operations,33.35,No,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00591,2026-03-02T08:00:00,Azure,Database,P3,Azure database operational issue,Resolved,Cloud Operations,30.36,No,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00592,2026-01-21T15:00:00,AWS,Security,P4,AWS security operational issue,Resolved,Cloud Operations,0.36,Yes,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00593,2026-01-18T05:00:00,Azure,Database,P4,Azure database operational issue,Resolved,Cloud Operations,15.57,Yes,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00594,2026-01-29T22:00:00,Azure,Monitoring,P4,Azure monitoring operational issue,Resolved,Cloud Operations,33.85,Yes,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00595,2026-01-17T10:00:00,AWS,Identity,P3,AWS identity operational issue,Resolved,Cloud Operations,12.39,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00596,2026-04-15T14:00:00,AWS,Network,P4,AWS network operational issue,Resolved,Cloud Operations,26.81,Yes,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00597,2026-05-29T19:00:00,Azure,Database,P4,Azure database operational issue,Resolved,Cloud Operations,21.51,Yes,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00598,2026-06-23T12:00:00,Azure,Storage,P4,Azure storage operational issue,Resolved,Cloud Operations,7.56,Yes,Storage configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00599,2026-05-23T14:00:00,Azure,Storage,P3,Azure storage operational issue,Resolved,Cloud Operations,32.96,No,Storage configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00600,2026-06-06T18:00:00,AWS,Storage,P3,AWS storage operational issue,Resolved,Cloud Operations,9.37,Yes,Storage configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00601,2026-06-04T23:00:00,AWS,Database,P3,AWS database operational issue,Resolved,Cloud Operations,2.06,Yes,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00602,2026-03-06T22:00:00,Azure,Security,P4,Azure security operational issue,Resolved,Cloud Operations,18.79,Yes,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00603,2026-05-26T16:00:00,Azure,Monitoring,P3,Azure monitoring operational issue,Resolved,Cloud Operations,29.01,No,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00604,2026-04-27T06:00:00,AWS,Storage,P4,AWS storage operational issue,Resolved,Cloud Operations,11.38,Yes,Storage configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
